code,industry,name
06699,Medical Instruments & Supplies,ANGELALIGN
06715,Farm Products,XUNLONG SCITECH
06745,Specialty Chemicals,BEFAR GROUP
06805,Waste Management,KIMOU ENVIRON
06806,Capital Markets,SWHY
06808,Department Stores,SUNART RETAIL
06809,Semiconductors,MONTAGE TECH
06810,Computer Hardware,SUNMI TECH-W
06811,Restaurants,TAI HING GROUP
06812,Waste Management,WINSON HLDGS HK
06816,Engineering & Construction,PROSPER CONS
06818,Banks—Regional,CEB BANK
06820,Electronic Gaming & Multimedia,FRIENDTIMES
06821,Biotechnology,ASYMCHEM
06822,"Furnishings, Fixtures & Appliances",KING'S FLAIR
06823,Telecom Services,HKT-SS
06826,Biotechnology,HAOHAI BIOTEC
06828,Utilities—Regulated Gas,BG BLUE SKY
06829,Engineering & Construction,DRAGON RISE GP
06830,Auto Parts,HUAZHONG IN-V
06831,Restaurants,GREEN TEA GROUP
06833,Medical Distribution,SINCO PHARMA
06838,Luxury Goods,WINOX
06839,Utilities—Regulated Water,YUNNAN WATER
06855,Biotechnology,ASCENTAGE
06858,Leisure,HONMAGOLF
06860,Electronic Gaming & Multimedia,FINGERTANGO
06862,Restaurants,HAIDILAO
06865,Solar,FLAT GLASS
06866,Credit Services,ZUOLI KECHUANG
06868,Packaged Foods,TENFU
06869,Communication Equipment,YOFC
06871,Specialty Industrial Machinery,ROBOTPHOENIX
06872,Biotechnology,TENNOR THERAP-B
06877,Capital Markets,TE HEALTHCARE
06878,,DIFFER GP AUTO
06880,Software—Infrastructure,MOMENTA-W
06881,Financial Conglomerates,CGS
06882,Travel Services,EGL HOLDINGS
06883,,ETERNAL BEAUTY
06885,Coking Coal,JINMA ENERGY
06886,Capital Markets,HTSC
06887,Drug Manufacturers—Specialty & Generic,SUNSHINE PHARMA
06888,Infrastructure Operations,FREETECH
06889,Gambling,DYNAM JAPAN
06890,Steel,KANGLI INT HLDG
06893,Household & Personal Products,HINSANG GROUP
06896,Drug Manufacturers—Specialty & Generic,GOLDEN THROAT
06898,Packaging & Containers,CHINA ALUMCAN
06899,,OURGAME
06908,Semiconductors,HG SEMI
06909,Auto & Truck Dealerships,BETTERLIFE HLDG
06911,Farm Products,LANCANG TEA
06913,Education & Training Services,SCVE GROUP
06915,Drug Manufacturers—General,JIANGXI BIO
06918,Leisure,JIUTAI DIGITAL
06919,Staffing & Employment Services,RENRUI HR
06922,Medical Devices,CRYOFOCUS-B
06928,Auto Parts,TOMO HOLDINGS
06929,Medical Instruments & Supplies,ORBUSNEICH
06933,Electronic Gaming & Multimedia,SINO-ENTERTAIN
06936,Integrated Freight & Logistics,SF HOLDING
06938,Biotechnology,RIBOLIFE-B
06939,Computer Hardware,MEGAIN
06951,Electronic Components,CCTC
06955,Biotechnology,BOAN BIOTECH
06958,Real Estate Services,ZHENRO SERVICES
06959,Software—Application,CHANGJIU HLDGS
06960,Electrical Equipment & Parts,SHUANGDENG
06963,Insurance—Property & Casualty,SUNSHINE INS
06966,Personal Services,C WAN TONG YUAN
06968,Real Estate—Development,GANGLONG CHINA
06969,Tobacco,SMOORE INTL
06978,Biotechnology,IMMUNOTECH-B
06979,Beverages—Wineries & Distilleries,ZJLD
06980,Packaged Foods,BAMA TEA
06988,Advertising Agencies,JOY SPREADER
06989,Real Estate Services,EXCELLENCE CM
06990,Biotechnology,SKB BIO
06993,Household & Personal Products,BLUE MOON GROUP
06996,Biotechnology,ANTENGENE-B
06998,Drug Manufacturers—Specialty & Generic,EDDING GENOR
06999,,LEADING HLDGS
07489,Auto Manufacturers,VOYAH AUTO
07618,Software—Application,JD INDUSTRIALS
07630,Drug Manufacturers—General,IMPACT THERAP-B
07656,Information Technology Services,RECONOVA
07666,Biotechnology,METIS TECHBIO-P
07687,Software—Infrastructure,EACON
07688,Specialty Industrial Machinery,TOPNC
08003,Advertising Agencies,GREAT WORLD
08005,Consumer Electronics,YUXING INFOTECH
08006,Publishing,SINO SPLENDID
08007,Utilities—Regulated Gas,GLOBALSTRAT
08013,Specialty Business Services,ECI TECH
08017,Software—Infrastructure,TRADEGO
08018,Software—Application,FINSOFT FIN
08019,Credit Services,HAO WEN HLDGS
08020,Marine Shipping,UNITAS HOLD
08021,Credit Services,WLS HOLDINGS
08023,Engineering & Construction,KWONG MAN KEE
08026,Luxury Goods,CB GLOBAL
08027,Metal Fabrication,KPM HOLDING
08028,Other Industrial Metals & Mining,TIMELESS
08029,Financial Conglomerates,CI FIN TECH GP
08030,Asset Management,FENGYINHE
08031,Staffing & Employment Services,ETS GROUP
08033,Information Technology Services,VODATEL NETWORK
08035,Integrated Freight & Logistics,JANCO HOLDINGS
08036,Software—Application,EBROKER GROUP
08037,Diagnostics & Research,CH BIOTECH SER
08039,,CHINA COME RIDE
08040,,COOLPOINT INNO
08041,Apparel Manufacturing,INTELLIMARK AI
08042,Staffing & Employment Services,KOS TALENT GP
08043,Communication Equipment,ATLINKS
08047,,CHINA OCEAN GP
08049,Drug Manufacturers—Specialty & Generic,JILIN CHANGLONG
08050,Information Technology Services,CITY COOLXUAN
08051,Security & Protection Services,CIRCUTECH
08052,,LUK HING ENT
08056,Restaurants,LIFE CONCEPTS
08057,Credit Services,MADISON HLDG
08059,Engineering & Construction,GLORY FLAME
08060,Software—Application,GLOBAL LINK
08062,Software—Infrastructure,EFT SOLUTIONS
08065,Infrastructure Operations,KML TECH
08066,Semiconductors,PHOENITRON HOLD
08067,Real Estate Services,OUC HOLDINGS
08069,Travel Services,FLYDOO TECH
08070,Electronic Components,KEEN OCEAN
08071,Software—Application,CH NETCOMTECH
08072,Capital Markets,LANGU CO
08073,Electronic Components,SFSY NEW MAT
08076,Information Technology Services,SING LEE
08079,Grocery Stores,LIT LIFE
08080,Industrial Distribution,NAS HOLDINGS
08081,Lodging,BAIJUYI HOLD
08082,Entertainment,QINGHUA HOLD
08087,Credit Services,CHINA 33 GROUP
08090,Building Materials,BAOGAI
08091,Advertising Agencies,OOH HOLDINGS
08092,Communication Equipment,ITE HOLDINGS
08093,Advertising Agencies,WEB3 META
08095,Other Industrial Metals & Mining,BEIDA JADE BIRD
08096,Restaurants,TASTY CONCEPTS
08098,Capital Markets,CL GROUP
08100,Software—Application,FAMOUS TECH INT
08103,,HMVOD
08106,Electronics & Computer Distribution,XINHUA LANDE
08107,Apparel Manufacturing,FICUS TECH
08111,,CT IND GROUP
08112,Advertising Agencies,CORNERSTONE FIN
08113,Electronic Components,V&V TECH
08115,Education & Training Services,QINGDA ORIENTAL
08117,Oil & Gas Midstream,CHI P ENERGY
08118,"Furnishings, Fixtures & Appliances",ZHONGZI INTL H
08120,Restaurants,CH DEMETER FIN
08121,Advertising Agencies,GUOEN HOLDINGS
08123,Auto & Truck Dealerships,SINOFORTUNE FIN
08125,"Furnishings, Fixtures & Appliances",RJVAN
08128,Engineering & Construction,SINO ENGY CONS
08130,,DADI INTL GROUP
08131,Software—Application,NOVATECH INTEL
08132,Electrical Equipment & Parts,CENTURY EN INTL
08133,Metal Fabrication,JISHENG GP HLDG
08136,Electrical Equipment & Parts,IMS GROUP
08137,Electrical Equipment & Parts,HONBRIDGE
08139,Chemicals,CHANGAN RH
08140,Steel,BOSATECH
08143,Medical Care Facilities,GF HEALTHCARE
08146,Beverages—Wineries & Distilleries,GRACEWINE
08147,Consumer Electronics,YUNJING DIGITEC
08148,Software—Application,WUXI LIFE
08149,Conglomerates,ALTUS HLDGS
08152,Industrial Distribution,M&L HOLDINGS
08153,Advertising Agencies,JIADING INTL GP
08156,Software—Application,SINOPHARM TECH
08158,Biotechnology,CRMI
08159,Computer Hardware,CU VENTURE INV
08160,Education & Training Services,GOLDWAY EDU
08161,Medical Care Facilities,MEDINET GROUP
08162,Other Industrial Metals & Mining,LOCO HK
08163,Financial Conglomerates,NOIZ GROUP
08168,Capital Markets,AMASSE CAPITAL
08169,Pollution & Treatment Controls,ECO-TEK HLDGS
08172,,LAJIN ENT
08173,Consulting Services,HEPHAESTUS HLDG
08176,Specialty Industrial Machinery,SUPERROBOTICS
08178,Information Technology Services,CHINA INFO TECH
08179,Packaged Foods,PALINDA GROUP
08181,,KS SMART MGMT
08186,Lumber & Wood Production,HONOR MATRIX
08187,Footwear & Accessories,JIMU GROUP
08188,Engineering & Construction,GME GROUP
08189,Agricultural Inputs,TEDA BIOMEDICAL
08191,Lumber & Wood Production,HONG WEI ASIA
08193,Capital Markets,ASIAPAC FIN INV
08195,Education & Training Services,LEGENDARY EDU
08196,Waste Management,FUTIAN HOLDINGS
08198,Information Technology Services,CRYPTO FLOW
08200,Household & Personal Products,SAU SAN TONG
08201,Waste Management,PPS INT'L
08203,Thermal Coal,KAISUN HOLDINGS
08205,Software—Application,JIAODA WITHUB
08206,,S ROBOT EDU
08208,Engineering & Construction,RADIANCE GLO GP
08210,Capital Markets,DLC ASIA
08213,Restaurants,STARGLORY HLDGS
08217,Engineering & Construction,JU FU TANG BIOT
08218,Scientific & Technical Instruments,ECHO INT HOLD
08219,Luxury Goods,HANVEY GROUP
08220,Entertainment,BINGO GROUP
08221,Capital Markets,GAOYU FINANCE
08222,"Furnishings, Fixtures & Appliances",E LIGHTING
08223,Medical Distribution,ZYY
08225,,C HEALTH GP
08226,Capital Markets,KOALA FIN GP
08227,Communication Equipment,HAITIAN ANTENNA
08229,Information Technology Services,FUTURE DATA
08232,Restaurants,THAC GROUP
08237,Lodging,LINK HOLDINGS
08238,Advertising Agencies,JIUFANG DIGITAL
08239,Credit Services,CAPITAL FIN
08241,Packaged Foods,YING KEE TEA
08245,Communication Equipment,CANOPY SKYFIRE
08246,Utilities—Regulated Gas,ZHONGHUA GAS
08247,Diagnostics & Research,BIOSINO BIO-TEC
08249,Electronic Components,RUIYUAN IC TECH
08250,Thermal Coal,DU DU HLDGS
08262,Engineering & Construction,SUPER STRONG
08267,Electronic Gaming & Multimedia,LINEKONG
08268,Engineering & Construction,SMART CITY DEV
08269,Conglomerates,GO UP EDU TECH
08270,Oil & Gas Integrated,CHINA CBM
08271,Entertainment,GDC
08275,Engineering & Construction,CHINA NEW CONS
08277,Lumber & Wood Production,STEEDORIENTAL
08279,Gambling,AGTECH HOLDINGS
08280,Entertainment,CDV HOLDINGS
08281,Household & Personal Products,CH GOLD CLASSIC
08282,Electronic Gaming & Multimedia,GAMEONE
08283,Auto & Truck Dealerships,ZHONGSHI MINAN
08285,Footwear & Accessories,SLING GROUP
08286,Communication Equipment,CCOE
08290,Software—Application,AHSAY BACKUP
08291,Packaging & Containers,HK ENT INTL
08292,Entertainment,VSING
08293,Staffing & Employment Services,SINGASIA HLDG
08295,Capital Markets,KINGWISOFT TECH
08296,Personal Services,SINO-LIFE GROUP
08297,,OCEAN STAR TECH
08299,Gold,GT GOLD
08300,Restaurants,JIN MI FANG GP
08305,Engineering & Construction,ST HLDGS
08307,Medical Care Facilities,MEDICSKIN
08308,Resorts & Casinos,GUDOU HLDGS
08309,Waste Management,MANSHING GLOBAL
08310,Integrated Freight & Logistics,YANCHENG PORT
08311,Electronic Components,PERFECT OPT
08313,Asset Management,ZACD
08315,Security & Protection Services,CEN PLAZA HOTEL
08316,Engineering & Construction,CHINA HONGBAO
08317,Specialty Business Services,FINET GROUP
08319,,EXPERT SYS
08320,Waste Management,AEC GROUP
08321,Engineering & Construction,TAI KAM HLDGS
08326,Utilities—Renewable,TK NEW ENERGY
08328,Electrical Equipment & Parts,XY ELEC STORAGE
08329,Drug Manufacturers—Specialty & Generic,NEP INTERLONG
08331,Other Industrial Metals & Mining,P.B. GROUP
08333,Capital Markets,ASTRUM FIN
08337,,DIRECTEL
08340,Capital Markets,ZIJING INTL FIN
08341,Consulting Services,AESO HOLDING
08347,Oil & Gas Refining & Marketing,F8 ENT
08348,Integrated Freight & Logistics,BINHAI TEDA
08349,,GUIXIN GROUP
08350,Capital Markets,WELL LINK SEC
08356,Engineering & Construction,TSUN YIP HLDGS
08357,,REPUBLIC HC
08360,Engineering & Construction,BASIC H NEWLIFE
08362,Packaged Foods,WINNING TOWER
08365,Capital Markets,HATCHER GROUP
08366,Engineering & Construction,ZJ UNITED INV
08367,Restaurants,SIMPLICITY HLDG
08368,Entertainment,CREATIVE CHINA
08370,"Furnishings, Fixtures & Appliances",ZHI SHENG GP
08371,Restaurants,TASTEGOURMET GP
08372,Medical Distribution,GBG HOLDINGS
08373,Engineering & Construction,INDIGO STAR
08375,Electronic Components,DATA UNION CAP
08377,Textile Manufacturing,HARBOUR EQUINE
08379,Security & Protection Services,PRIME INTEL
08385,Specialty Business Services,PROSPEROUSPRINT
08391,Rental & Leasing Services,CORNERSTONE TEC
08392,"Furnishings, Fixtures & Appliances",SATU HOLDINGS
08395,Specialty Retail,ZXZN QI-HOUSE
08400,Gambling,ASIA PIONEER
08401,Advertising Agencies,HUA XIA WATER
08402,Steel,PLATEAU TL
08403,Advertising Agencies,DEFENG SOLIFE
08406,Leisure,CHINA ORAL IND
08411,Engineering & Construction,K W NELSON GP
08412,,NEW AMANTE
08413,Food Distribution,ASIA GROCERY
08416,Specialty Business Services,HM INTL HLDGS
08417,Education & Training Services,DADI EDU
08418,Auto Parts,OPTIMA AUTO
08419,Specialty Business Services,AV PROMOTIONS
08420,Software—Infrastructure,NEXION TECH
08422,Engineering & Construction,WT GROUP
08423,Engineering & Construction,CHI HO DEV
08425,Rental & Leasing Services,HING MING HLDGS
08426,,MODERN LIVING
08427,Building Materials,WS-SK TARGET
08428,,CBK HOLDINGS
08429,Advertising Agencies,SV VISION
08430,Trucking,C&N HOLDINGS
08431,Engineering & Construction,HAO BAI INTL
08432,Restaurants,BAR PACIFIC
08436,Household & Personal Products,TAKBO GROUP
08437,,RMH HOLDINGS
08439,Capital Markets,SOMERLEY CAP
08445,Engineering & Construction,NOBLE ENG GP
08446,Rental & Leasing Services,BRIGHTSTAR-NEW
08447,Restaurants,MS CONCEPT
08448,Specialty Business Services,UNI PRINTSHOP
08450,Specialty Business Services,EDICO HOLDINGS
08451,Household & Personal Products,SUNLIGHT HLDGS
08452,Electrical Equipment & Parts,FY FINANCIAL
08455,Consulting Services,LAI GROUP
08456,Apparel Manufacturing,MANSION INTL
08460,Engineering & Construction,BASETROPHY GP
08462,Staffing & Employment Services,OMNIBRIDGE HLDG
08471,Textile Manufacturing,REACH NEW HLDGS
08472,Waste Management,LAPCO HOLDINGS
08473,Specialty Retail,MI MING MART
08475,,E-STATION GTECH
08480,Textile Manufacturing,FURNIWEB
08481,Paper & Paper Products,SHENGLONG INTL
08482,Integrated Freight & Logistics,WAN LEADER
08483,Personal Services,MAX SIGHT GROUP
08487,Communication Equipment,ISP GLOBAL
08489,Integrated Freight & Logistics,GP LOGISTICS
08490,Semiconductor Equipment & Materials,NICHE-TECH SEMI
08491,Food Distribution,COOL LINK
08493,,S. DRAGON
08495,Restaurants,1957 & CO.
08496,,GLOBAL UIN
08500,,ICONCULTURE
08501,Consulting Services,SANBASE CORP
08502,Infrastructure Operations,OCEAN LINE PORT
08507,Apparel Manufacturing,I.CENTURY HLDG
08509,Beverages—Wineries & Distilleries,WINE'S LINK
08510,Restaurants,TOPSTANDARDCORP
08511,Scientific & Technical Instruments,MIN FU INTL
08512,Household & Personal Products,HYFUSIN GROUP
08513,Medical Instruments & Supplies,MAXWIN INT HLDG
08516,Engineering & Construction,ZY INTL
08519,Restaurants,XINXIANG ERA
08521,Textile Manufacturing,WEBX INTL HLDGS
08525,,BAIYING HOLDING
08526,Building Products & Equipment,WING FUNG GROUP
08527,Restaurants,JLOGO HLDGS
08529,Semiconductors,UBOT HOLDING
08532,Engineering & Construction,POLYFAIR HLDGS
08535,Engineering & Construction,VISTAR HOLDINGS
08536,Oil & Gas Refining & Marketing,TL NATURAL GAS
08537,Luxury Goods,CHONG FAI JEWEL
08540,Capital Markets,VICTORY SEC
08545,Leisure,AMUSE GROUP
08547,"Furnishings, Fixtures & Appliances",PACIFIC LEGEND
08549,Engineering & Construction,GOLDEN LEAF INT
08577,,BRIGHTSTAR-OLD
08580,,KPM HOLDING RTS
08601,Engineering & Construction,BOLTEK
08606,Information Technology Services,KINETIX SYSTEMS
08610,Engineering & Construction,BBSB INTL
08611,Information Technology Services,JUFEEL
08612,Rental & Leasing Services,WORLD SUPER
08613,Software—Infrastructure,ORIENTAL PAY
08616,Engineering & Construction,SUNRAY ENG GP
08619,Engineering & Construction,NIU HOLDINGS
08620,Airports & Air Services,AE LOGISTICS
08621,Credit Services,METROPOLIS CAP
08622,Drug Manufacturers—Specialty & Generic,JOYZYME GROUP
08623,Electrical Equipment & Parts,CHINA SAFTOWER
08627,Advertising Agencies,ORANGE TOUR
08629,Engineering & Construction,SYNTRUST GK
08631,,SUN KONG HLDGS
08635,Software—Application,ELEPHANT HLDGS
08637,Specialty Industrial Machinery,METASURFACE
08645,Information Technology Services,BYTE META
08646,Building Products & Equipment,CHINA HONGGUANG
08657,Asset Management,TRUE PARTNER
08659,Packaging & Containers,YIK WO INTL
08668,Travel Services,YING HAI GROUP
09600,Software—Application,NEWLINK TECH
09606,Biotechnology,DUALITYBIO-B
09608,Real Estate Services,SUNDY SERVICE
09609,Electronic Components,HAIWEI ELEC
09611,Consumer Electronics,LONGCHEER
09615,Computer Hardware,MECH-MIND ROBOT
09616,Education & Training Services,NEUTECH GROUP
09618,Internet Retail,JD-SW
09626,Internet Content & Information,BILIBILI-W
09630,Semiconductor Equipment & Materials,CFMEE
09633,Beverages—Non-Alcoholic,NONGFU SPRING
09636,Education & Training Services,JF SMARTINVEST
09637,Drug Manufacturers—General,ALEBUND-B
09638,,FERRETTI
09639,Engineering & Construction,WING LEE DEV
09658,Restaurants,SUPER HI
09660,Software—Application,HORIZONROBOT-W
09663,Electrical Equipment & Parts,SINOSYNERGY
09668,Banks—Regional,CBHB
09669,Software—Application,BEISEN HOLDING
09676,Packaged Foods,SHIYUE DAOTIAN
09677,Banks—Regional,WEIHAI BANK
09678,Software—Infrastructure,UNISOUND
09680,Rental & Leasing Services,CHENQI TECH
09686,Health Information Services,XIKANG CLOUD
09688,Biotechnology,ZAI LAB
09689,Oil & Gas Refining & Marketing,JTF INTL
09690,Auto Parts,TUHU-W
09696,Specialty Chemicals,TIANQI LITHIUM
09698,Information Technology Services,GDS-SW
09699,Integrated Freight & Logistics,SF INTRA-CITY
09857,Entertainment,LINMON MEDIA
09858,Farm Products,YOURAN DAIRY
09860,Diagnostics & Research,ADICON HOLDINGS
09863,Auto Manufacturers,LEAPMOTOR
09866,Auto Manufacturers,NIO-SW
09868,Auto Manufacturers,XPENG-W
09869,Restaurants,HELENS
09876,Packaged Foods,OCEAN ONE HLDG
09877,Medical Devices,JENSCARE-B
09878,Software—Application,HUITONGDA NET
09879,Agricultural Inputs,MIGAO GROUP
09880,Specialty Industrial Machinery,UBTECH ROBOTICS
09881,,RONGTA TECH
09882,Specialty Industrial Machinery,BEST LINKING
09885,Pharmaceutical Retailers,YSB
09886,Health Information Services,DINGDANG HEALTH
09887,Biotechnology,LEADS BIOLABS-B
09888,Internet Content & Information,BIDU-W
09889,Banks—Regional,DRCB
09890,Electronic Gaming & Multimedia,TANWAN
09893,Specialty Chemicals,PIZU GROUP
09896,Specialty Retail,MNSO
09898,Internet Content & Information,WB-SW
09899,Internet Content & Information,NETEASE MUSIC
09900,Engineering & Construction,ZCLOUD TECH CON
09901,Education & Training Services,NEW ORIENTAL-S
09903,Semiconductors,ILUVATAR COREX
09906,,HONLIV HEALTH
09908,Utilities—Regulated Gas,JIAXING GAS
09909,Real Estate Services,POWERLONG CM
09911,Software—Application,NEWBORNTOWN
09913,Engineering & Construction,CHI KAN HLDGS
09916,Real Estate Services,XINGYE WULIAN
09918,Electronic Components,WISE ALLY INTL
09919,Advertising Agencies,ACTIVATION GP
09922,Restaurants,JIUMAOJIU
09923,Software—Infrastructure,YEAHKA
09926,Biotechnology,AKESO
09927,Auto Manufacturers,SERES
09928,Real Estate Services,TIMES NEIGHBOR
09929,Engineering & Construction,SEM HLDGS
09930,Rental & Leasing Services,HORIZON CD
09933,Chemicals,GHW INTL
09936,Specialty Chemicals,XIMEI RESOURCES
09938,Building Products & Equipment,WAH WO HOLDINGS
09939,Biotechnology,KINTOR PHARMA-B
09955,Medical Distribution,CLOUDR
09958,Entertainment,LITIAN PICTURES
09959,Software—Infrastructure,LINKLOGIS-W
09960,Diagnostics & Research,KINDSTAR GLOBAL
09961,Travel Services,TRIP.COM-S
09963,Communication Equipment,TRANSTECH OPTEL
09966,Biotechnology,ALPHAMAB-B
09968,Real Estate—Development,HUIJING HLDGS
09969,Biotechnology,INNOCARE
09971,Semiconductors,BASICSEMI
09973,Auto Manufacturers,CHERY AUTO
09976,Computer Hardware,LONGSYS
09978,Real Estate Services,FINELAND LIVING
09979,Real Estate Services,GREENTOWN MGMT
09980,Beverages—Non-Alcoholic,EASTROC
09981,Electrical Equipment & Parts,WOER
09982,Real Estate Services,CENTRALCHINA MT
09983,Real Estate Services,CC NEW LIFE
09985,Packaged Foods,WL DELICIOUS
09986,,DASHAN EDU
09987,Restaurants,YUM CHINA
09988,互联网平台,阿里巴巴-W
09989,Drug Manufacturers—Specialty & Generic,HEPALINK
09990,Electronic Gaming & Multimedia,ARCHOSAUR GAMES
09991,Internet Retail,BAOZUN-W
09992,Leisure,POP MART
09993,Real Estate—Development,RADIANCE HLDGS
09995,Biotechnology,REMEGEN
09996,Medical Devices,PEIJIA-B
09998,Engineering & Construction,KWAN YONG
09999,互联网平台,网易-S
80016,,SHK PPT-R
80020,,SENSETIME-WR
80175,Auto Manufacturers,GEELY AUTO-R
80291,,CHINARES BEER-R
80388,,HKEX-R
80700,,TENCENT-R
80737,Infrastructure Operations,BAY AREA DEV-R
80883,,CNOOC-R
80941,,CHINA MOBILE-R
80992,,LENOVO GROUP-R
81024,,KUAISHOU-WR
81211,Auto Manufacturers,BYD COMPANY-R
81299,,AIA-R
81810,,XIAOMI-WR
82020,,ANTA SPORTS-R
82318,,PING AN-R
82331,,LI NING-R
82333,,GWMOTOR-R
82388,,BOC HONG KONG-R
83690,,MEITUAN-WR
86618,,JD HEALTH-R
89618,,JD-SWR
89888,,BIDU-WR
89988,,BABA-WR
